,a,a_std,a_subj.0,a_subj.1,a_subj.2,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,v(L0_00),v(L0_25),v_std,v_subj(L0_00).0,v_subj(L0_00).1,v_subj(L0_00).2,v_subj(L0_00).3,v_subj(L0_00).4,v_subj(L0_00).5,v_subj(L0_00).6,v_subj(L0_00).7,v_subj(L0_00).8,v_subj(L0_00).9,v_subj(L0_25).0,v_subj(L0_25).1,v_subj(L0_25).2,v_subj(L0_25).3,v_subj(L0_25).4,v_subj(L0_25).5,v_subj(L0_25).6,v_subj(L0_25).7,v_subj(L0_25).8,v_subj(L0_25).9,t,t_std,t_subj.0,t_subj.1,t_subj.2,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,sv
0,6.952258894708783,0.08908198547822943,6.997822361783301,7.026271988191531,6.9297298008201915,6.961244824664356,6.835242507086186,6.992121324938769,7.005245193194447,7.071470834800451,7.259846857314862,6.872042465712195,3.7787466125006097,2.40532770515578,0.021282613374333615,3.755369748848792,3.769471140488308,3.7921436249872222,3.7629145953483074,3.7854450103297124,3.7853171977191584,3.7916486499267763,3.772227909496295,3.771031771411274,3.788140521165242,2.4080663017808743,2.39542553759434,2.3880065492612697,2.437074979301161,2.4023367742983464,2.41546024688507,2.3991401188878454,2.4180896440836674,2.4419816350009538,2.3963720788498173,0.049697109288115535,0.004436070390089801,0.048922388538680625,0.04297749440144397,0.054706428293275274,0.04538481018232495,0.05579242192465856,0.04730890758940868,0.05705867407856526,0.042279455214190895,0.055641666085916676,0.053819227696681765,0.0840495647298627
1,6.987579408803055,0.13356153036101434,6.978233657570568,6.890659927395332,7.112460348974,6.823376127596253,7.105838094929744,6.935936555297207,7.16088543498722,7.0704131013893,6.943882165607431,6.957139133944992,3.7666186996758135,2.4194149244124774,0.014472143152120302,3.7950584875499285,3.784205473120883,3.769926897631148,3.777302506475513,3.7576761008332906,3.7854129839493673,3.767467813630396,3.754231556228804,3.7726706257211955,3.7559724556779184,2.423061582603555,2.4497329907911833,2.4207144666321563,2.40175607627899,2.426882676821624,2.4227088461050768,2.411643505005125,2.4272658140919696,2.4386698584901283,2.4062261422149445,0.048914513286917004,0.006188585686244543,0.047972290939874755,0.04776891381442171,0.047974253952282615,0.04115499263529525,0.05706302594474988,0.04991179769219501,0.04454195447617755,0.04081625433436852,0.04889789776778898,0.03883312456641487,0.036559535884329884
2,7.000057943620281,0.11905074938001295,7.14725075461096,6.780601442294949,6.8703546753679205,6.9656125144833965,7.036083123118608,7.147209667141951,6.893528886859516,7.135198265633751,7.019124619494621,6.829356388319274,3.769316435016202,2.423252105697066,0.01756162275781433,3.7928678298742984,3.7517211771796264,3.773282220151662,3.763652508636099,3.772498790241127,3.745582185742125,3.7369910969772406,3.8007836042082284,3.77350136090457,3.7652860162196773,2.4015746049838897,2.4146890760461504,2.4398931537796096,2.4385465023344475,2.435977884811795,2.4006184018797083,2.4457567168069323,2.425114252784091,2.4527052241047413,2.416633085394011,0.04921125619498302,0.008982442226651309,0.04155522320616175,0.053106656650431794,0.046439506228536674,0.04602124526300162,0.05441202189255763,0.05464768930947389,0.06190728129288979,0.05149325636039011,0.056263683079633975,0.04397885487260164,0.04566965713113524
3,7.080251539963893,0.10597735744507913,7.133296951463097,7.187111671617762,6.957572079591133,6.965507514719534,6.958188471266514,7.054811718668377,7.032718874810794,6.914421495400538,7.209298003195227,6.989441796348137,3.7751762174848817,2.4302028885936,0.01938018950452254,3.7668773040953796,3.754741800188818,3.7697565967919235,3.8173103306135676,3.769476397073658,3.797051615162142,3.741112833246849,3.7853769929049834,3.73751122606368,3.784625152429967,2.4567660667584064,2.3892075702440048,2.4420912407610342,2.4348802391380677,2.425622448337373,2.4185844038414723,2.3853840717531245,2.4260392165440816,2.3999792996402545,2.4474256772585856,0.049861917794115855,0.005546147392539565,0.04333070816510365,0.04884373983864307,0.04697717913194149,0.052364567665757325,0.040341944728250735,0.03690288717901997,0.06062540956829604,0.05160911208027476,0.04452819083337534,0.05006783824952577,0.0020776825012254973
4,7.053436974391022,0.09541849640324462,7.145160154648382,7.085237350711484,7.051201245912989,6.936733877478755,6.973970509046282,7.051638621484617,7.026562949776527,7.255709559259767,7.048166483801658,7.0687891354967,3.7928980512894017,2.4385401383906253,0.03765086277685488,3.8150820192270847,3.795863325867518,3.7825265101573056,3.8147787104853594,3.7699077381157236,3.7477414665160516,3.8279711413647672,3.8570078314854004,3.7914527638896685,3.802476861412369,2.414638568576818,2.5038183211743004,2.4818450459910077,2.4465143252849555,2.4350219725451767,2.4574987772339227,2.4534693507327647,2.420126417877276,2.4567990746507737,2.439207726193833,0.046920509649339914,0.005188876582356968,0.04279086147979911,0.0483480243179622,0.046882261445476255,0.04605351348204001,0.04572730876453587,0.06180092243770406,0.05422053020082851,0.0418775452915849,0.046516882872413144,0.04313276172025457,0.060254261774408534
5,7.064401718668707,0.11289937775330973,6.873183733300196,7.115449759046683,6.9916900765526915,7.10310661615669,7.100378507532756,7.139669926691547,7.056456343296597,7.242890347360903,7.173876589985324,6.942966125328331,3.7955479913510755,2.457614802072329,0.028200802237913276,3.753573804630737,3.776716079520895,3.7863881852796535,3.8200946042833457,3.834077576397116,3.7978838695254273,3.8312152953249914,3.7961202015935056,3.811641915590766,3.8201732509220467,2.4524104282529695,2.421678461898093,2.489493797744881,2.4398567593673564,2.5133711649049335,2.4366984310799946,2.432381275128219,2.4284146193313334,2.463313322346157,2.4385940797212102,0.042353731329567816,0.005258715313236505,0.055036269153539916,0.04474925527115152,0.03826806812459053,0.04470483854871645,0.040786847302793125,0.05008648979898153,0.04134449017462861,0.04431618714791187,0.04966193802893861,0.043844945660870355,0.026920975580717408
6,7.022260241842262,0.09874662772833095,7.232027043309784,7.221385933036266,6.95356159623905,7.099801545142907,6.94382588127018,7.016626588466837,7.056260565227114,6.984888809811381,7.000747825022589,7.006817336042822,3.805104710468565,2.4498359596977433,0.024583929187400485,3.7482325730159003,3.8321433770907913,3.794172684241143,3.8229436759300817,3.8369882011587713,3.8017271195545863,3.8252636504770177,3.8555578570617626,3.8057905954960183,3.808783591785239,2.456159892844017,2.473087136512515,2.4968234578685267,2.4582306197611765,2.512347928896964,2.449868218317125,2.482779415841038,2.4081952418954145,2.4526788648328663,2.461988853549618,0.040995417445722805,0.003249051376440876,0.04514044831981044,0.04490627326323925,0.03504428721786626,0.04387818749424004,0.040598262790182846,0.046641008062968836,0.039691061027593295,0.04372084305174946,0.05234311200711458,0.042319816023742254,0.07241396263620943
7,7.038483096554549,0.09613975212320972,6.942704181142285,7.151535481650872,6.817644090895117,7.062311613439586,6.993656112005937,6.966519658799647,7.094532177663765,6.992171979672011,7.256887596191843,7.065798004436919,3.8115771667459777,2.447893595907661,0.03610984374727794,3.8181006500430685,3.8218202784293878,3.8313463312148426,3.8256197029422356,3.8305085339798763,3.818105301324762,3.77859791762579,3.8461549812829467,3.7950060783817126,3.8284302063981324,2.4510641640406665,2.4527406748690015,2.4130969200415566,2.4723383162774164,2.4637834910214447,2.4329780878793077,2.3963972240420444,2.436428152270377,2.46969986931143,2.4292781528598693,0.04082785190596362,0.004470211855400294,0.03654390568571671,0.03453532917134034,0.04038052072145744,0.03788548952191612,0.032381459176494105,0.0431054568493765,0.04231914189587552,0.03812521977163314,0.03594599201181397,0.039773462504313566,0.032909793871218625
8,7.0380483518304775,0.22495142822224473,7.201701356749826,7.055454087425654,6.813921720505937,7.12517307839366,6.8451316947549685,7.272651041262513,6.9482381239193,7.137604839816352,7.483737889120638,6.9656065158611815,3.8289845591783864,2.424673780458889,0.029917284088533815,3.7544468620569487,3.8529373859818192,3.8516035584625308,3.829356678707773,3.8422752308198804,3.8501634684336117,3.7687951814491147,3.864977200965099,3.857180560825819,3.8306447061652524,2.403506597574765,2.4364848112321758,2.414663582044858,2.3780212105510365,2.4454762601838795,2.477543587793474,2.436216970427404,2.397426148693881,2.4632627925811645,2.4149272217080187,0.04528376414416085,0.009966820558586588,0.037829868350095525,0.04897657890191074,0.0379587334557764,0.032955289907211104,0.027443439430553145,0.046097122610225826,0.038855977053533206,0.0300122115751024,0.029972467915158903,0.05056683599769272,0.0729451935627446
9,7.057967722924937,0.2717158558444861,7.365389530965969,7.016238898741685,7.117417383222236,7.236887440471718,7.1570998038598095,7.222840801043534,6.986881432038741,7.22498260141648,7.674257780982633,7.210457395451661,3.8280048788445495,2.4380284534170693,0.026179765243663215,3.834974289985653,3.812011625983604,3.8114925669579054,3.8474809406725345,3.8275633666623485,3.8011230629964308,3.829857920191179,3.8154219542616574,3.8088038911384268,3.8346383432154667,2.4414190622632232,2.4918510853841727,2.3899764653704567,2.509235492676932,2.4196092063872174,2.442258465377172,2.4014475092894885,2.385637936461146,2.458863890390806,2.398880155196883,0.04599008937129934,0.016178828327898683,0.04015870310091065,0.05671108457017785,0.036336152542363005,0.04151315154785034,0.01642707180537631,0.044261201120602084,0.04954843447504299,0.030662137335640886,0.06394264932900336,0.038406073000896726,0.07172089849150501
