,a,a_std,a_subj.0,a_subj.1,a_subj.2,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,v(L0_00),v(L0_25),v_std,v_subj(L0_00).0,v_subj(L0_00).1,v_subj(L0_00).2,v_subj(L0_00).3,v_subj(L0_00).4,v_subj(L0_00).5,v_subj(L0_00).6,v_subj(L0_00).7,v_subj(L0_00).8,v_subj(L0_00).9,v_subj(L0_25).0,v_subj(L0_25).1,v_subj(L0_25).2,v_subj(L0_25).3,v_subj(L0_25).4,v_subj(L0_25).5,v_subj(L0_25).6,v_subj(L0_25).7,v_subj(L0_25).8,v_subj(L0_25).9,t,t_std,t_subj.0,t_subj.1,t_subj.2,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,sv
0,7.004265624678151,0.07556734833065568,7.1954608781714455,7.070387455689292,7.025395761616361,6.916377162978711,7.0122069759449115,7.121953966629498,7.028989983040231,7.0308767027354255,7.067567277104381,7.092874153458151,3.7785737142688367,2.3776482245204353,0.015237069981133418,3.7668425784598814,3.798584824164936,3.802625450895669,3.7859284853676516,3.767776036357505,3.7826812033996053,3.795245907241873,3.7729085190523284,3.7463902003836376,3.7926481327051222,2.3847675002465114,2.381325064650177,2.380566146527317,2.3813265447842875,2.36720632579332,2.388747935352809,2.4017573846408067,2.4170848541888983,2.3991279422508986,2.4061600298178134,0.04024538871741375,0.009702352719422424,0.04924244888499246,0.040632620034684555,0.045017135396195784,0.051742653221217634,0.03975018762313977,0.055514612546338576,0.03454242366523325,0.044784604671973316,0.04099544663432381,0.030404927315515962,0.03577523175780903
1,7.006171187013183,0.07976925577904423,6.9500679364105995,7.051331272027092,6.987537507942256,6.921088903021414,7.09419002264479,6.923903227165952,7.04296891019764,7.050557458330425,7.055057434674183,6.904151470127216,3.7825141173871106,2.3930407331599293,0.020957313813360714,3.767375235485621,3.7611343843977965,3.798521991122388,3.799862968293131,3.8000978200207154,3.795741754447031,3.807429809850053,3.7635319732692234,3.7424127748594396,3.7563069476684303,2.373073059979079,2.3867375471049646,2.386065921066738,2.385603780192984,2.391513721252371,2.402076452512728,2.387721500348004,2.3637589574636158,2.383935892587253,2.401857190485664,0.041348362838613796,0.009252887427120961,0.035170131891528414,0.04117874352160786,0.05176237027229327,0.04707863255353155,0.034439602207574437,0.055780857696805866,0.06624260736869673,0.03755016401927348,0.0450842696005984,0.03320186804430326,0.03212807818323905
2,7.011655039834093,0.04990289143718902,7.051959523365633,7.037594008967909,7.010584268335107,7.034331200195869,7.024494268573585,6.942572264677789,7.001128405479979,6.925253147015325,7.105872271031623,6.957519305491169,3.761908751573825,2.3876265201101394,0.018529592687386118,3.718620897959496,3.7540336285653573,3.7778774457084303,3.7849029159832575,3.7546093993608247,3.7374165871304514,3.803246129000178,3.774431795922768,3.7559762368403784,3.757673059265676,2.3750819131892866,2.3990562230866597,2.392143875661912,2.3980909453938284,2.410260110291091,2.387267881014063,2.4069410485373,2.4005874754786687,2.3763771219725243,2.387238316013809,0.04289084161533706,0.009452785586537171,0.03226023456387253,0.04203963029472067,0.06191417243346263,0.030929504529535072,0.0478684374403076,0.03790714678300439,0.03342974053806691,0.0339650252817372,0.042665290715515836,0.04083283785624382,0.022798470526237655
3,7.002828361675446,0.05795756250779141,7.013005250222789,6.974142417416648,6.990137747874604,6.984599524964762,7.086529527302708,7.049607740250878,7.0649246079470105,7.139611154843438,7.024812750121001,6.939298808164239,3.7447216067698763,2.3940809728406762,0.014409795920781128,3.7033892867801526,3.726121085381239,3.7594844164180308,3.732052524592583,3.7476266818611146,3.7493051073131385,3.7377635369811912,3.757686190330318,3.7605926684043443,3.754495701007305,2.38300585493638,2.3983711841327158,2.3931797573110525,2.388036498598204,2.3748627450839814,2.3866350861138383,2.4047143685239796,2.3654905208410004,2.4027772389894593,2.41895963005273,0.04032885024869121,0.009346557125682836,0.04175614824388908,0.03596913842911908,0.040867159575890294,0.02893177770765793,0.042667220403040385,0.04130506709643249,0.039530151949616156,0.048005714640158834,0.05589868716946735,0.03517066172390669,0.029716131096119668
4,7.024250433905475,0.05638119004822646,6.9963829950055825,7.104916510478263,7.015629985425736,6.957544075836623,6.969812635256959,6.9490341035320125,7.004288940532466,7.144851070185208,7.031666097442074,6.9780859745530455,3.7450076741099734,2.39334352077745,0.013644598568763613,3.723419280823996,3.7468268167770074,3.73678344616047,3.7464852335551893,3.73617422259191,3.7373468701532526,3.7425129172822573,3.7392824594743104,3.726431522305585,3.746406704640197,2.385586067966598,2.371818952172364,2.414735015293077,2.395458201623955,2.385213771803353,2.402184929772514,2.40400048782793,2.412595793960212,2.381439324797898,2.3658723059635434,0.04003184851444125,0.00447604952112749,0.040317157875921744,0.03636465780826897,0.03916730806645001,0.04007082034629704,0.03692135106707224,0.03951462799219174,0.040942482514851476,0.04472508567463617,0.05122939036709277,0.04096347688151175,0.060200132973884005
5,7.048618441875335,0.09692529072827383,7.058198581493474,7.051164854068208,7.140188917719979,7.114807559871151,7.046603709873848,7.1513897728682245,6.904108551902557,7.028840183471277,7.025935589436517,6.93247308492103,3.7412648458348006,2.3804693542414945,0.013439641730445057,3.744390679353995,3.7320330958308148,3.736036769690595,3.7552976565405487,3.741400153430309,3.7407897144483155,3.7667459690901524,3.741369831194639,3.7271851190279275,3.7350733149836315,2.3887653623069998,2.378958156867273,2.4068860730072266,2.368253655875161,2.3852521915149874,2.3860344228731836,2.354176435143497,2.3543232420164153,2.3798617809824716,2.3771232226994226,0.04173727020062837,0.0029031181528362,0.03998598636784615,0.037484897312986445,0.040915016105366526,0.04132314705039743,0.038339727971637406,0.03958532877805891,0.040259243711456824,0.04823973220533861,0.03878503945088581,0.04239660592192612,0.03268654273933604
6,7.0275558077371985,0.08598652125438058,7.149982072188741,7.043487874243709,6.893066039699352,6.9889518676194236,6.95031621454989,7.082035343084379,7.1261804299961735,7.190625603068002,6.962710158971862,7.10750764485152,3.739337111003335,2.36684240195721,0.013222510782528295,3.737420795654342,3.729825504962959,3.755785386954356,3.7273922222930165,3.7244274025052118,3.751750905077558,3.7668211681709445,3.7342039062514507,3.7310980918455514,3.7436570587818263,2.359058977144178,2.3671834437942496,2.390590156401096,2.3935663818114348,2.3518713397223543,2.345573565655251,2.350201199890038,2.34559729402007,2.377816163282646,2.3655859287659426,0.04025305340321985,0.0019389210828283177,0.04381417314407795,0.04173244255635797,0.04143182409297032,0.03821760092084593,0.0386529380442428,0.03714988725677832,0.040481186747009214,0.04354506589720114,0.04017160702291583,0.04523833304999349,0.002430742439730333
7,7.021890438707775,0.15342756861367834,6.796767647577394,6.908251665340523,6.973308306963007,7.007563258914056,6.9435133754871785,7.1897502682789,7.046689059203878,7.065747024331669,6.762023046516203,7.010544966728896,3.7367402639508978,2.3647980558870128,0.013951334332400183,3.73165384263807,3.75372061736408,3.7421789882168057,3.732129466771626,3.7213977581446773,3.7486577496623847,3.760618470853979,3.732632055441719,3.727421259392426,3.726251715406086,2.361706310017621,2.3691817273386073,2.3842684522657636,2.3281953490635043,2.3510147020634125,2.370128772596773,2.3806391017415223,2.3703389605817446,2.37522682170273,2.3600079154641542,0.04086011132663583,0.0021415299357018724,0.03923540554588475,0.04024534156593908,0.040786774649654634,0.039952833590588224,0.03914626644871183,0.03824632194042517,0.041166568408633725,0.04271541637284576,0.041267807290852304,0.03799367008001937,0.014885603514294379
8,6.938514360293858,0.08932915476355668,7.040736075196677,6.935538780932619,6.930108387880452,6.777706718236951,6.812661722141163,6.92362842679415,6.884746543167755,6.85387605766413,7.233901072320516,7.0153057119121325,3.741574379514684,2.360832295648059,0.01501641893638003,3.755866648043703,3.7599574655473966,3.7435530488025837,3.727491709799486,3.760015243958385,3.7208281648240864,3.7322296944805053,3.743476053553239,3.7451533553383265,3.732743309215765,2.370287314761109,2.3673071518979945,2.3392065769805725,2.3612713211054692,2.3651051339403746,2.371967089557567,2.3448817702066105,2.354921474800123,2.371720492409257,2.3666945227954757,0.04011165470692875,0.0005638182664172661,0.039619912722341395,0.039398024524464746,0.04043535028686777,0.04027129135883251,0.03970814427881431,0.04060752735606258,0.0415842586950151,0.039622833786853,0.04136959042269408,0.04079227405734007,0.040071663276965416
9,6.971655254420085,0.09216584351577142,6.853530998991942,6.929640227665921,6.924109852083342,6.902215231775024,6.966133312225038,6.905835707563899,7.008553698063378,7.077802397861841,7.208173967540611,6.930620241614148,3.7453799124291525,2.3637564150446,0.009574979541617124,3.7407635057480135,3.7343685782403404,3.7356209141566836,3.751922895063989,3.735672802251389,3.7299467208221455,3.7317625960150047,3.7543973253985357,3.7467762660173167,3.753259605546443,2.3546334849585575,2.352835270095987,2.388372134330835,2.3661788340838736,2.351444215089755,2.3516447293667198,2.3686589814091796,2.3732523312712335,2.352067920390857,2.353709948540461,0.03983857272047413,0.000960907212793901,0.04013560786019005,0.039890222777751415,0.03863212895774173,0.042255146855295606,0.039351880355016265,0.039265407328786785,0.041626717607045324,0.03937693720548218,0.038818428766759,0.03981932145800012,0.05304311428358141
