rt,choice,conflict_level,subj_idx
0.51,1,0.25,0
1.8000000000000012,1,0.0,0
1.4400000000000008,1,0.5,0
0.5700000000000001,1,0.0,0
0.4700000000000001,1,0.5,0
1.0700000000000005,1,0.25,0
2.7699999999999902,1,0.75,0
1.0100000000000005,1,1.0,0
0.6000000000000001,1,0.0,0
4.129999999999962,1,0.25,0
0.9100000000000004,1,0.0,0
2.0800000000000014,1,0.25,0
2.78999999999999,1,0.25,0
5.1699999999999395,1,0.0,0
0.7400000000000002,1,1.0,0
1.630000000000001,1,0.25,0
0.8300000000000003,1,0.0,0
1.640000000000001,1,0.5,0
0.8200000000000003,1,0.75,0
1.1800000000000006,1,0.0,0
0.39,1,0.25,0
0.8100000000000003,1,0.0,0
7.839999999999883,1,0.5,0
3.5099999999999745,1,0.75,0
1.4500000000000008,1,0.5,0
2.8999999999999875,1,0.5,0
3.099999999999983,1,0.25,0
2.349999999999999,1,0.5,0
0.9500000000000004,1,1.0,0
2.0100000000000016,1,0.5,0
7.779999999999884,1,0.5,0
1.530000000000001,1,0.25,0
3.209999999999981,1,0.75,0
1.0900000000000005,1,0.0,0
1.1800000000000006,1,0.25,0
1.0400000000000005,1,0.25,0
2.0500000000000016,1,0.25,0
1.680000000000001,1,0.75,0
2.829999999999989,1,1.0,0
1.700000000000001,1,0.25,0
0.8800000000000003,1,1.0,0
0.55,1,0.25,0
3.0499999999999843,1,1.0,0
1.9600000000000013,1,0.0,0
1.2500000000000007,1,0.5,0
1.550000000000001,1,0.75,0
2.0500000000000016,1,0.75,0
1.0300000000000005,1,0.25,0
0.56,1,0.5,0
1.1900000000000006,1,1.0,0
1.9000000000000012,1,0.25,1
1.3100000000000007,1,0.75,1
0.6000000000000001,1,0.5,1
0.8700000000000003,1,0.0,1
2.0600000000000014,1,0.0,1
1.3800000000000008,1,1.0,1
3.619999999999972,1,0.25,1
1.0300000000000005,1,0.5,1
1.0200000000000005,1,1.0,1
0.6800000000000002,1,1.0,1
1.0300000000000005,1,0.25,1
0.9100000000000004,1,1.0,1
1.750000000000001,1,1.0,1
0.9700000000000004,1,1.0,1
1.660000000000001,1,0.0,1
1.8400000000000012,1,0.0,1
1.9400000000000013,1,0.0,1
2.1800000000000015,1,0.0,1
1.0800000000000005,1,1.0,1
1.8100000000000012,1,0.0,1
1.2400000000000007,1,0.0,1
0.7700000000000002,1,0.5,1
3.199999999999981,1,0.25,1
7.289999999999894,1,0.0,1
0.53,1,1.0,1
1.8000000000000012,1,1.0,1
0.9000000000000004,1,0.75,1
0.7000000000000002,1,0.0,1
2.78999999999999,1,0.75,1
0.9300000000000004,1,1.0,1
1.740000000000001,1,0.75,1
2.2100000000000017,1,0.75,1
0.9000000000000004,1,0.5,1
0.7200000000000002,1,0.5,1
10.0,0,1.0,1
5.849999999999925,1,1.0,1
2.0800000000000014,1,0.75,1
0.8900000000000003,1,1.0,1
0.55,1,0.25,1
2.679999999999992,1,0.25,1
1.550000000000001,1,0.25,1
0.8900000000000003,1,0.25,1
0.7400000000000002,1,1.0,1
0.7400000000000002,1,0.25,1
2.3699999999999988,1,0.5,1
1.2200000000000006,1,0.25,1
1.720000000000001,1,0.75,1
0.6600000000000001,1,0.75,1
0.8300000000000003,1,0.75,1
2.449999999999997,1,1.0,1
1.8100000000000012,1,0.75,2
2.6699999999999924,1,0.5,2
3.909999999999966,1,0.25,2
3.0399999999999845,1,1.0,2
0.9000000000000004,1,1.0,2
1.9400000000000013,1,0.0,2
1.540000000000001,1,0.5,2
2.539999999999995,1,0.0,2
0.51,1,0.0,2
4.729999999999949,1,1.0,2
1.1200000000000006,1,0.25,2
3.5099999999999745,1,0.25,2
2.869999999999988,1,0.5,2
0.8000000000000003,1,0.0,2
7.789999999999884,1,0.25,2
0.8300000000000003,1,0.0,2
2.110000000000001,1,0.0,2
1.0300000000000005,1,1.0,2
3.489999999999975,1,0.5,2
2.7699999999999902,1,0.25,2
2.359999999999999,1,0.75,2
0.7800000000000002,1,0.25,2
2.819999999999989,1,0.0,2
3.769999999999969,1,1.0,2
0.9300000000000004,1,0.0,2
4.359999999999957,1,0.5,2
0.52,1,0.5,2
2.1300000000000017,1,1.0,2
1.4100000000000008,1,1.0,2
1.1100000000000005,1,0.25,2
1.1700000000000006,1,1.0,2
2.819999999999989,1,1.0,2
5.289999999999937,1,0.25,2
4.169999999999961,1,0.75,2
1.1200000000000006,1,0.5,2
0.8300000000000003,1,1.0,2
0.7900000000000003,1,1.0,2
2.78999999999999,1,0.0,2
0.8000000000000003,1,0.25,2
1.4500000000000008,1,1.0,2
0.7200000000000002,1,0.75,2
3.4599999999999755,1,0.5,2
1.530000000000001,1,1.0,2
1.0500000000000005,1,0.0,2
2.3699999999999988,1,1.0,2
5.369999999999935,1,0.5,2
2.5199999999999956,1,0.75,2
3.669999999999971,1,0.25,2
1.1500000000000006,1,0.0,2
1.3300000000000007,1,0.75,2
