subject,ll_delay,choice,rt,v_ll,v_ss
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.17,9.538777468492155,5.0
0.0,1,Choose_LL,0.15,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.15,9.538777468492155,5.0
0.0,1,Choose_LL,0.10999999999999999,9.538777468492155,5.0
0.0,1,Choose_LL,0.15,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.11999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.18000000000000002,9.538777468492155,5.0
0.0,1,Choose_LL,0.11999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.13999999999999999,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.12999999999999998,9.538777468492155,5.0
0.0,1,Choose_LL,0.13999999999999999,9.538777468492155,5.0
0.0,1,Choose_LL,0.13999999999999999,9.538777468492155,5.0
0.0,1,Choose_LL,0.17,9.538777468492155,5.0
0.0,1,Choose_LL,0.16,9.538777468492155,5.0
0.0,3,Choose_LL,0.17,8.733188780954597,5.0
0.0,3,Choose_SS,0.20000000000000004,8.733188780954597,5.0
0.0,3,Choose_LL,0.17,8.733188780954597,5.0
0.0,3,Choose_SS,0.21000000000000005,8.733188780954597,5.0
0.0,3,Choose_LL,0.18000000000000002,8.733188780954597,5.0
0.0,3,Choose_LL,0.16,8.733188780954597,5.0
0.0,3,Choose_SS,0.18000000000000002,8.733188780954597,5.0
0.0,3,Choose_LL,0.13999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.22000000000000006,8.733188780954597,5.0
0.0,3,Choose_LL,0.10999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.15,8.733188780954597,5.0
0.0,3,Choose_LL,0.13999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.10999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.15,8.733188780954597,5.0
0.0,3,Choose_LL,0.19000000000000003,8.733188780954597,5.0
0.0,3,Choose_LL,0.13999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.20000000000000004,8.733188780954597,5.0
0.0,3,Choose_LL,0.13999999999999999,8.733188780954597,5.0
0.0,3,Choose_LL,0.19000000000000003,8.733188780954597,5.0
0.0,3,Choose_LL,0.19000000000000003,8.733188780954597,5.0
0.0,5,Choose_LL,0.15,8.053073829303736,5.0
0.0,5,Choose_LL,0.12999999999999998,8.053073829303736,5.0
0.0,5,Choose_LL,0.18000000000000002,8.053073829303736,5.0
0.0,5,Choose_SS,0.16,8.053073829303736,5.0
0.0,5,Choose_LL,0.16,8.053073829303736,5.0
0.0,5,Choose_LL,0.16,8.053073829303736,5.0
0.0,5,Choose_LL,0.12999999999999998,8.053073829303736,5.0
0.0,5,Choose_LL,0.18000000000000002,8.053073829303736,5.0
0.0,5,Choose_LL,0.18000000000000002,8.053073829303736,5.0
0.0,5,Choose_SS,0.17,8.053073829303736,5.0
0.0,5,Choose_SS,0.24000000000000007,8.053073829303736,5.0
0.0,5,Choose_LL,0.20000000000000004,8.053073829303736,5.0
0.0,5,Choose_LL,0.12999999999999998,8.053073829303736,5.0
0.0,5,Choose_LL,0.11999999999999998,8.053073829303736,5.0
0.0,5,Choose_LL,0.13999999999999999,8.053073829303736,5.0
0.0,5,Choose_LL,0.17,8.053073829303736,5.0
