serotonin_level,salience_lie,salience_truth,choice,rt,raa_cycles,threshold,norms,final_evidence
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1204027774003296, 'action_truth': 0.6608993565643083}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7811931681803292, 'action_truth': 0.8900284404669667}"
0.0,0.1,0.1,action_lie,1.8400000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1029593177243397, 'action_truth': 1.5246625293606928}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8360508627861203, 'action_truth': 1.2046191861510818}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.8317197917570065, 'action_truth': 1.5227550339180145}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0246933065209445, 'action_truth': 1.0199527696069444}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.32958279377034094, 'action_truth': 1.2205392869860916}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.105696328023084, 'action_truth': 0.7524770556306171}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1418683224938426, 'action_truth': 1.0410951580042307}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5571819272128284, 'action_truth': 1.303491303516877}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5993773013510795, 'action_truth': 1.1208588084961584}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0050754687349939, 'action_truth': 0.33096686888694643}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7923220792004858, 'action_truth': 1.204947301138614}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.277931283117041, 'action_truth': 1.912530396440761}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7092684959259999, 'action_truth': 1.0403255627689612}"
0.0,0.1,0.1,action_lie,1.8600000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4728072261385887, 'action_truth': 1.2839043843174192}"
0.0,0.1,0.1,action_lie,1.8300000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7841150689353107, 'action_truth': 1.6179972706483463}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2161163870988936, 'action_truth': 1.5773070629928585}"
0.0,0.1,0.1,action_lie,2.1299999999999986,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.001369557303285, 'action_truth': 0.3128268193656592}"
0.0,0.1,0.1,action_lie,1.9300000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0029237002786875, 'action_truth': 0.7011187862467981}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6368891868174088, 'action_truth': 1.0775805324804377}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.2817988832329825, 'action_truth': 1.1584566410826809}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.8551144125999277, 'action_truth': 0.8796261254779076}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0356232188349639, 'action_truth': 1.4444366870887173}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1947604720976668, 'action_truth': 1.3244024575921702}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5008711310510086, 'action_truth': 1.2454288067288497}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3231377681866041, 'action_truth': 0.7090532790216247}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7172174338350782, 'action_truth': 1.2370781119880423}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.8066194069898256, 'action_truth': 1.714192872121995}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5445851720868056, 'action_truth': 1.7538493903952297}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2192582525026043, 'action_truth': 0.8442771422319606}"
0.0,0.1,0.1,action_truth,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8968696225152528, 'action_truth': 1.4490921704029103}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4545522629221497, 'action_truth': 1.6312864989396694}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4111840466343621, 'action_truth': 1.4621820537860217}"
0.0,0.1,0.1,action_lie,1.9000000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7830156351627628, 'action_truth': 1.0134538706505838}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3076685506579588, 'action_truth': 1.1873202818662636}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5311970056720539, 'action_truth': 1.2410863081385304}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4288228035362613, 'action_truth': 1.5849956546228499}"
0.0,0.1,0.1,action_lie,1.8700000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0025326407782245, 'action_truth': 0.8090810420860092}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6704109501690716, 'action_truth': 1.251076397835642}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7787081602827657, 'action_truth': 0.9240118282225135}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.284927892272596, 'action_truth': 0.45933026045758957}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3082996435549712, 'action_truth': 1.227331500799925}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5089310712927765, 'action_truth': 1.0615915728986793}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0077625700021209, 'action_truth': 0.41531052521131095}"
0.0,0.1,0.1,action_lie,1.9600000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0006401683327502, 'action_truth': 0.9031904611928149}"
0.0,0.1,0.1,action_lie,1.9300000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0043647688254462, 'action_truth': 0.8742748897102374}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4570467778908458, 'action_truth': 1.5951103459695837}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6923297972014817, 'action_truth': 1.2687156465443665}"
0.0,0.1,0.1,action_truth,1.9500000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7674973411584557, 'action_truth': 1.008813084225631}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2426111297173716, 'action_truth': 1.4071985081372806}"
0.0,0.1,0.1,action_lie,2.0899999999999994,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0172708990820722, 'action_truth': 0.4778591037403726}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4687971038453258, 'action_truth': 1.5306120739647968}"
0.0,0.1,0.1,action_lie,1.8300000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.8840916039780147, 'action_truth': 1.6809223268549127}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3283372155932758, 'action_truth': 1.3095887062674443}"
0.0,0.1,0.1,action_lie,1.8200000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.236723002070759, 'action_truth': 1.4782422207797044}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0570994006595298, 'action_truth': 1.1664305061753708}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1210977806550346, 'action_truth': 1.13214260320006}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.47935444840376823, 'action_truth': 1.2479604969928533}"
0.0,0.1,0.1,action_lie,1.8600000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.9208457076429382, 'action_truth': 1.423708588620745}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5001403574593721, 'action_truth': 1.5706025398180516}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3485023941801342, 'action_truth': 1.2055697175942002}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7138708497209643, 'action_truth': 1.109341745086704}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0648392420260988, 'action_truth': 0.53558270231363}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3671382408233301, 'action_truth': 1.279904461926728}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7367901452261432, 'action_truth': 1.4706386961367586}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1462565296658433, 'action_truth': 1.670991193981459}"
0.0,0.1,0.1,action_truth,1.8400000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8348014389696045, 'action_truth': 1.0030966912136134}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5940252402518353, 'action_truth': 1.6922912774447416}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0365810655883627, 'action_truth': 0.7402954376784755}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3264987686025136, 'action_truth': 1.4586374986568422}"
0.0,0.1,0.1,action_truth,1.9100000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.37150001160552526, 'action_truth': 1.0312747798644786}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.385182460566456, 'action_truth': 1.332572434114643}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6450748556640442, 'action_truth': 1.157270207993999}"
0.0,0.1,0.1,action_lie,1.9700000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0227322516006703, 'action_truth': 0.8076188218057214}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1057121622118071, 'action_truth': 0.5429978884121793}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.701544797370644, 'action_truth': 1.1684933574272345}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4330517281311381, 'action_truth': 1.062600417192606}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2555131722888595, 'action_truth': 0.5928081398464566}"
0.0,0.1,0.1,action_lie,1.8500000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0095841928126819, 'action_truth': 0.93143758302978}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.225131558574372, 'action_truth': 1.2265909977903144}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1573001327729928, 'action_truth': 0.6051776199132192}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9122993950334561, 'action_truth': 1.077836454072785}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.24529658874582183, 'action_truth': 1.2566155478344678}"
0.0,0.1,0.1,action_truth,1.6700000000000013,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.4118093240052829, 'action_truth': 1.0054242898323378}"
0.0,0.1,0.1,action_lie,1.8500000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.02070121979283, 'action_truth': 1.43600859520794}"
0.0,0.1,0.1,action_lie,1.9500000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0059788528660212, 'action_truth': 0.27392757930625283}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5703732783750681, 'action_truth': 1.924287982201365}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.249363088418108, 'action_truth': 1.281060370891591}"
0.0,0.1,0.1,action_truth,1.8500000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8051465823570195, 'action_truth': 1.0063779661162053}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6917082201649806, 'action_truth': 1.1417774878845655}"
0.0,0.1,0.1,action_truth,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9818833356736741, 'action_truth': 1.2073418727920961}"
0.0,0.1,0.1,action_lie,1.9000000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0022156749429725, 'action_truth': 0.8844905233935835}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8677875028951173, 'action_truth': 1.1916739114013486}"
0.0,0.1,0.1,action_lie,1.8300000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7313347985636096, 'action_truth': 1.326225038097357}"
0.0,0.1,0.1,action_truth,1.8600000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9688992494176146, 'action_truth': 1.0359505948243095}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8066811082748095, 'action_truth': 1.2481872701344823}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.6166383581058799, 'action_truth': 1.4064513260330673}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5867630859145292, 'action_truth': 1.3551154898115694}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0263141824656816, 'action_truth': 0.7008591875403555}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.484867590044764, 'action_truth': 1.244792012724903}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2452949374828175, 'action_truth': 0.7503605649936107}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2488874229819416, 'action_truth': 0.6884115105749739}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8304730649250588, 'action_truth': 1.105554086911684}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0616246874796058, 'action_truth': 1.0471199195600318}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1784174548967776, 'action_truth': 1.3052951902645893}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4279860484725815, 'action_truth': 1.3412305957496142}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5539824518098937, 'action_truth': 1.0923925102625385}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9507688108256241, 'action_truth': 1.06431145539133}"
0.0,0.1,0.1,action_truth,1.8700000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.5711899680410392, 'action_truth': 1.0086340819722812}"
0.0,0.1,0.1,action_lie,1.9000000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5834821664384797, 'action_truth': 1.867884445462065}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8643551501544059, 'action_truth': 1.1785447910107385}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 2.005652663141169, 'action_truth': 0.8471357057116626}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.566479859677533, 'action_truth': 0.988719450328319}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1769824417710195, 'action_truth': 0.9794352685078481}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.8603558571263756, 'action_truth': 1.0144614113374908}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.497420842789367, 'action_truth': 0.6022560910263428}"
0.0,0.1,0.1,action_lie,1.9000000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0124381474043431, 'action_truth': 0.934159438200374}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 2.1768654542804633, 'action_truth': 1.629593175581183}"
